EURUSD,60
symbol,period,date,k,d,ma5,close,datanum,signtype
GBPAUDpro,60,2016.05.30 20:00:00,15.00711237553308,25.51851327907262,2.03480419298626,2.03442,100,0
GBPAUDpro,240,1970.01.01 00:00:00,0,0,0,0,2,0
GBPAUDpro,1440,2016.03.10 00:00:00,17.55756578947366,14.68025963431364,1.919215408903297,1.92072,100,69
GBPAUDpro,10080,2016.04.24 00:00:00,16.92923730149557,10.34276395947964,1.899962028517092,1.91933,100,5
GBPAUDpro,43200,1970.01.01 00:00:00,0,0,0,0,1,0
GBPCADpro,1,2016.05.30 20:41:00,14.90159325211244,13.44879037248831,1.907469470106266,1.90748,100,24
GBPCADpro,5,2016.05.30 21:00:00,39.78919631093436,49.2047494618356,1.907279562841411,1.9082,45,0
GBPCADpro,15,2016.05.30 20:45:00,72.76357827476014,0,1.906675445079859,1.90715,16,0
GBPCADpro,30,2016.05.30 20:30:00,0,0,1.90650936,1.90715,9,0
GBPCADpro,60,2016.05.30 20:00:00,0,0,0,1.90715,5,0
GBPCADpro,240,2016.05.30 17:00:00,56.54074305338697,53.95432857587146,1.907645938266147,1.90715,100,0
GBPCADpro,1440,2016.05.28 00:00:00,72.74110312322877,78.18760915181677,1.901777427304026,1.90349,100,0
GBPCADpro,10080,1970.01.01 00:00:00,0,0,0,0,1,0
GBPCADpro,43200,1970.01.01 00:00:00,0,0,0,0,1,0
GBPCHFpro,1,2016.05.30 21:04:00,91.69884169884298,68.35276412580583,1.450998321014043,1.45141,100,0
GBPCHFpro,5,2016.05.30 21:00:00,23.5897435897458,25.71517918810558,1.450995034230032,1.45141,100,0
GBPCHFpro,15,2016.05.30 20:45:00,69.3683622135262,0,1.450709956980736,1.45048,16,0
GBPCHFpro,30,2016.05.30 20:30:00,0,0,1.450227136,1.45048,9,0
GBPCHFpro,60,2016.05.30 20:00:00,0,0,0,1.45048,5,0
GBPCHFpro,240,1970.01.01 00:00:00,0,0,0,0,2,0
GBPCHFpro,1440,2016.04.11 00:00:00,13.84132420091314,10.9212352359651,1.356529764668968,1.35781,100,42
GBPCHFpro,10080,1970.01.01 00:00:00,0,0,0,0,1,0
