QZ|FG|1|600819
QZ|FG|1|600586
QZ|FG|1|600552
QZ|FG|1|600293
QZ|FG|0|300196
QZ|FG|0|300160
QZ|FG|0|300093
QZ|FG|0|000012
QZ|FG|0|002613
QD|M|0|000893
QZ|OI|1|600540
QZ|OI|0|000930
QZ|OI|1|600127
QZ|RS|0|000893
QZ|RS|1|600540
QZ|RS|0|000930
QZ|RS|1|600127
QZ|RM|0|000893
QZ|RM|1|600540
QZ|RM|0|000930
QZ|RM|1|600127
QD|JM|1|600395
QD|JM|1|601101
QD|JM|1|600997
QD|JM|0|000968
QD|JM|1|600971
QD|JM|1|600121
QD|JM|0|000983
QD|JM|1|600188
QD|JM|1|601699
QD|JM|0|000937
QD|JM|1|600348
QD|JM|1|601898
QD|JM|0|000552
QD|JM|1|600157
QD|JM|1|600546
QD|JM|1|601666
QZ|ME|0|000627
QZ|TC|1|600997
QZ|TC|0|000983
QZ|TC|0|000937
QZ|TC|1|600395
QZ|TC|0|000968
QZ|TC|1|601699
QZ|TC|0|000933
QZ|TC|1|600188
QZ|TC|1|601101
QZ|TC|1|601666
QZ|TC|1|600740
QZ|TC|1|600157
QZ|TC|1|601001
QZ|TC|0|002128
QZ|TC|1|600652
QZ|TC|1|600397
QZ|TC|1|600348
QZ|TC|1|601088
QZ|ZC|1|600157
QZ|ZC|1|601001
QZ|ZC|0|002128
QZ|ZC|1|600652
QZ|ZC|1|600397
QZ|ZC|1|600348
QZ|ZC|1|601088
QZ|ZC|0|000552
QZ|ZC|0|000723
QZ|ZC|0|000780
QD|P|0|000893
QD|A|1|600300
QS|AL|1|600888
QS|AL|1|601600
QS|AL|0|000612
QS|AL|0|000807
QS|AL|1|600531
QS|AU|1|600311
QS|AU|1|600489
QS|AU|1|600531
QS|AU|1|600547
QS|AU|1|600655
QS|AU|1|601899
QS|AU|0|002155
QS|AU|0|002237
QD|B|1|600300
QD|C|1|600354
QD|C|0|000713
QD|C|0|002041
QZ|CF|1|600354
QZ|CF|1|600359
QZ|CF|1|600540
QZ|CF|0|002041
QS|CU|1|600139
QS|CU|1|600362
QS|CU|1|601168
QS|CU|0|000630
QS|CU|0|000758
QS|CU|0|000762
QS|CU|0|000878
QZ|ER|1|600598
QZ|ER|0|000998
QS|FU|1|600028
QS|FU|1|601857
QS|FU|0|000554
QS|FU|0|000617
QD|J|1|600395
QD|J|1|600997
QD|J|1|601666
QD|J|0|000937
QD|J|0|000983
QD|L|1|600074
QD|L|0|000859
QD|L|0|000973
QZ|ZC|0|000835
QS|PB|1|600497
QS|PB|1|601168
QS|PB|0|000060
QS|PB|0|002114
QS|RB|1|600010
QS|RB|1|600022
QS|RB|1|600102
QS|RB|1|600231
QS|RB|1|600569
QS|RB|1|600581
QS|RB|1|600782
QS|RB|1|600808
QS|RB|1|600894
QS|RB|1|601003
QS|RB|0|000709
QS|RB|0|000717
QS|RB|0|000932
QS|RB|0|000959
QS|RB|0|002110
QZ|RO|0|000893
QS|RU|0|300031
QS|RU|1|600182
QS|RU|1|600469
QS|RU|1|600579
QS|RU|1|600623
QS|RU|1|601118
QS|RU|0|000589
QS|RU|0|000599
QS|RU|0|000887
QS|RU|0|002224
QS|RU|0|002381
QZ|SR|1|600737
QZ|SR|0|000833
QZ|SR|0|000911
QZ|TA|1|600527
QZ|TA|1|600871
QZ|TA|0|000936
QZ|TA|0|002493
QD|V|1|600075
QD|V|1|600277
QD|V|1|600281
QD|V|1|600319
QD|V|1|600618
QD|V|0|000510
QD|V|0|000635
QD|V|0|002092
QD|V|0|002386
QS|WR|1|600010
QS|WR|1|600022
QS|WR|1|600102
QS|WR|1|600231
QS|WR|1|600569
QS|WR|1|600581
QS|WR|1|600782
QS|WR|1|600808
QS|WR|1|600894
QS|WR|1|601003
QS|WR|0|000709
QS|WR|0|000717
QZ|JR|0|000713
QZ|JR|0|300189
QZ|JR|1|600127
QZ|RI|0|300087
QZ|RI|0|000713
QZ|RI|0|300189
QZ|RI|1|600127
QD|A|1|600095
QZ|ZC|1|601666
QZ|ZC|1|600740
QZ|ZC|0|002218
QZ|ZC|1|600121
QZ|ZC|1|600123
QZ|ZC|1|600381
QZ|ZC|1|600508
QZ|ZC|1|600546
QZ|ZC|1|600971
QZ|ZC|1|601918
QZ|MA|0|000683
QZ|MA|1|601011
QZ|MA|0|000627
QZ|MA|0|000930
QZ|MA|1|600179
QZ|MA|1|600227
QZ|MA|1|600378
QZ|MA|1|600423
QZ|MA|1|600426
QZ|MA|1|600509
QZ|MA|1|600598
QZ|MA|1|600725
QZ|MA|1|601898
QD|B|0|000893
QD|B|1|600095
QD|M|1|600095
QD|Y|1|600095
QD|C|1|600371
QD|V|0|002002
QD|V|1|600091
QD|V|1|600444
QD|L|0|000665
QD|L|0|000669
QD|L|0|002108
QD|L|1|600339
QS|AL|0|000831
QS|AL|1|600595
QS|RU|0|002211
QS|FU|1|600157
QS|FU|1|600688
QZ|SR|0|000576
QZ|SR|1|600191
QZ|SR|1|600251
QZ|PM|0|000929
QZ|PM|1|600108
QZ|PM|1|600313
QZ|WH|0|000929
QZ|WH|1|600108
QZ|WH|1|600313
QZ|RO|1|600127
QZ|TC|0|000552
QZ|TC|0|000723
QZ|TC|0|000780
QZ|TC|0|000835
QZ|TC|0|002218
QZ|TC|1|600121
QZ|TC|1|600123
QZ|TC|1|600381
QZ|TC|1|600508
QZ|TC|1|600546
QZ|TC|1|600971
QZ|TC|1|601918
QS|PB|1|600331
QZ|ME|0|000930
QZ|ME|1|600179
QZ|ME|1|600227
QZ|ME|1|600378
QZ|ME|1|600423
QZ|ME|1|600426
QZ|ME|1|600509
QZ|ME|1|600598
QZ|ME|1|600725
QZ|ME|1|601898
QS|AG|0|002716
QZ|FG|0|002163
QZ|FG|0|002623
QZ|FG|1|600660
